actor_id,name,birthYear,deathYear,primaryProfession
nm0410896,Kei Ishibashi,1978,\N,actress
nm0410907,Akira Ishida,1967,\N,actor
nm0410942,Yuriko Ishida,1969,\N,actress
nm0410959,Ken Ishiguro,1966,\N,actor
nm0411012,La Salle Ishii,1955,\N,actor
nm0411196,Agot Isidro,1966,\N,"actress,soundtrack,script_department"
nm0411290,Ricardo Islas,1969,\N,"director,writer,editor"
nm0411581,Maia Morgenstern,1962,\N,actress
nm0411740,Seikô Itô,\N,\N,"writer,actor,miscellaneous"
nm0412096,Vlad Ivanov,1969,\N,actor
nm0412172,Jure Ivanusic,1973,\N,"actor,writer,director"
nm0412238,Terri Ivens,\N,\N,"actress,producer,writer"
nm0412382,Judith Ivey,1951,\N,actress
nm0412495,Guillermo Iván,1981,\N,"actor,producer,director"
nm0412690,Miguel Iza,\N,\N,actor
nm0412850,Eddie Izzard,1962,\N,"actress,producer,writer"
nm0412885,Violent J,1972,\N,"actor,soundtrack,writer"
nm0412907,J.D. Williams,1978,\N,actor
nm0412917,Jaaved Jaaferi,1960,\N,"actor,music_department,soundtrack"
nm0414062,Steve Jackson,1970,\N,actor
nm0414130,Victoria Jackson,1959,\N,"actress,soundtrack,writer"
nm0414213,Judith Jacob,1961,\N,actress
nm0414245,Sou Jacob,\N,\N,"actor,director,assistant_director"
nm0414417,Glenn Jacobs,1967,\N,"actor,producer,miscellaneous"
nm0414683,Anne Marit Jacobsen,1946,\N,actress
nm0415538,Jagadish,1955,\N,"actor,writer,visual_effects"
nm0415549,Jagathy Sreekumar,1951,\N,"actor,writer,music_department"
nm0415777,Ka-Yan Leung,1949,\N,"actor,director,stunts"
nm0416551,Hawthorne James,\N,\N,"actor,producer,director"
nm0416625,John James,\N,\N,"actor,producer,soundtrack"
nm0416673,Kevin James,1965,\N,"actor,producer,writer"
nm0417310,Sowcar Janaki,1931,\N,"actress,producer"
nm0417370,Krystyna Janda,1952,\N,"actress,director,writer"
nm0417750,Vjekoslav Jankovic,1969,\N,"actor,director"
nm0418315,Elektra Kilbey,\N,\N,"actress,soundtrack,music_department"
nm0418440,Iva Janzurová,1941,\N,"actress,soundtrack"
nm0418960,Phillip Jarrett,1959,2022,"actor,soundtrack"
nm0419650,Jay-Z,1969,\N,"music_artist,soundtrack,actor"
nm0419688,Jayaram,1964,\N,"actor,music_department,miscellaneous"
nm0419705,W. Jayasiri,\N,\N,actor
nm0419847,Fayolle Jean,\N,\N,actor
nm0419894,Lucien Jean-Baptiste,\N,\N,"actor,writer,director"
nm0420091,Jeeva,1952,\N,actor
nm0420156,Juliette Jeffers,\N,\N,"actress,miscellaneous"
nm0420279,Aaron Jeffery,1970,\N,"actor,executive"
nm0420321,Susan Jeffrey,\N,\N,actress
nm0420384,Marc John Jefferies,1990,\N,"actor,producer,soundtrack"
nm0420507,Zdenko Jelcic,1946,\N,actor
nm0420792,Burgess Jenkins,1973,\N,"actor,director,producer"
nm0420955,Richard Jenkins,1947,\N,"actor,producer,soundtrack"
nm0421063,Caitlyn Jenner,1949,\N,"actress,soundtrack,producer"
nm0421327,Anthony Jensen,1967,\N,"producer,actor,production_manager"
nm0421799,Julia Jentsch,1978,\N,actress
nm0422151,Otto Jespersen,1954,\N,"actor,writer"
nm0422504,Nenad Jezdic,1972,\N,actor
nm0422623,Philip Keung,1966,\N,"actor,producer"
nm0422640,Wu Jiang,1967,\N,actor
nm0422659,Gang Jiao,\N,\N,actor
nm0422849,Doug Stone,1950,\N,"actor,writer,script_department"
nm0424302,Dave Johns,\N,\N,"actor,miscellaneous"
nm0424559,Bart Johnson,\N,\N,"actor,writer,director"
nm0424647,Brian Johnson,\N,\N,"actor,stunts"
nm0424819,Corey Johnson,1961,\N,"actor,producer,miscellaneous"
nm0424848,Dakota Johnson,1989,\N,"actress,producer,soundtrack"
nm0425053,Eric Johnson,1979,\N,"actor,director,writer"
nm0425215,Hassan Johnson,\N,\N,"actor,producer"
nm0425421,John C. Johnson,\N,\N,actor
nm0426038,Rebecca Johnson,\N,\N,actress
nm0427300,Bruno Jonas,1952,\N,"actor,writer,director"
nm0427379,Kristoffer Joner,1972,\N,"actor,director,producer"
nm0427638,Bridget Jones,1964,\N,"writer,actress,producer"
nm0428065,Felicity Jones,1983,\N,"actress,producer,executive"
nm0428121,Gemma Jones,1942,\N,"actress,soundtrack"
nm0428367,Jeremy Jones,\N,\N,"actor,director,producer"
nm0428402,Joe Jones,\N,\N,actor
nm0428407,John Jones,1963,\N,actor
nm0428952,O-Lan Jones,\N,\N,"actress,soundtrack,composer"
nm0428975,Parnelli Jones,1933,\N,actor
nm0429050,Quentin Jones,\N,\N,"actor,director,miscellaneous"
nm0429063,Randy Jones,1952,\N,"actor,producer,music_department"
nm0429069,Rashida Jones,1976,\N,"actress,producer,soundtrack"
nm0429129,Robbie Jones,1977,\N,"actor,soundtrack,producer"
nm0429236,Shaw Jones,1969,\N,"actor,location_management,producer"
nm0429550,Freek de Jonge,1944,\N,"writer,actor,director"
nm0430482,Jaclyn Jose,1964,\N,"actress,soundtrack"
nm0430485,Lal Jose,1966,\N,"director,actor,assistant_director"
nm0430493,Nanding Josef,\N,\N,"actor,producer,soundtrack"
nm0430803,Mohan Joshi,1945,\N,actor
nm0430817,Sharman Joshi,1979,\N,"actor,producer,soundtrack"
nm0431221,Samuel Jouy,\N,\N,"actor,writer,director"
nm0431242,Asja Jovanovic,1956,\N,actress
nm0431778,John Juback,\N,\N,"actor,miscellaneous,assistant_director"
nm0432399,Gérard Jumel,1956,\N,"actor,director,writer"
nm0432425,Jun Hu,1968,\N,"actor,producer,soundtrack"
nm0432510,André Jung,1953,\N,actor
nm0432550,Jun-ho Jeong,1970,\N,"actor,producer"
nm0432601,Jung Woo-sung,1973,\N,"actor,director,producer"
nm0432636,Andrea Jungert,\N,\N,"actress,director,writer"
nm0433392,Jyotika,1978,\N,"actress,producer"
nm0433697,Bodil Jørgensen,1961,\N,actress
nm0433893,K.S. Ravikumar,1958,\N,"actor,director,writer"
nm0434223,Jane Kaczmarek,1955,\N,"actress,soundtrack"
nm0434318,Kader Khan,1937,2018,"actor,writer,producer"
nm0434444,Hakeem Kae-Kazim,\N,\N,"actor,producer,director"
nm0434593,Kyôko Kagawa,1931,\N,"actress,soundtrack"
nm0434840,Heather Jocelyn Blair,\N,\N,"actress,miscellaneous,costume_department"
nm0434978,Sirous Kahvarinegad,\N,\N,actor
nm0435074,Khalil Kain,1964,\N,"actor,producer,director"
nm0435200,Oldrich Kaiser,1955,\N,"actor,writer,soundtrack"
nm0435358,Yumi Kakazu,1973,\N,"actress,music_department"
nm0435493,Marla Eaton,\N,\N,"actress,writer,casting_department"
nm0435582,Marvin Kalb,1930,\N,writer
nm0435586,Werner Kalb,1958,\N,actor
nm0435766,Ülle Kaljuste,1957,\N,actress
nm0436047,Jaromír Kallista,1939,\N,"producer,production_manager,actor"
nm0436078,Debi Kalman,1954,\N,"actress,casting_department,producer"
nm0436315,Salih Kalyon,1946,\N,actor
nm0436329,Chao-Chun Chin,1951,\N,"actor,writer"
nm0436345,Miki Kam,1955,\N,actress
nm0436442,Iván Kamarás,1972,\N,"actor,cinematographer,producer"
nm0436548,Gordana Kamenarovic,1958,\N,actress
nm0436549,Kazuya Kamenashi,1986,\N,actor
nm0436555,Yefim Kamenetsky,1935,2021,actor
nm0437053,Kanakalatha,1960,\N,actress
nm0437446,Susy Kane,1978,\N,"actress,writer,soundtrack"
nm0437630,Kar-Ying Law,1947,\N,"actor,music_department,soundtrack"
nm0437799,Felipe Kannenberg,\N,\N,"actor,producer,miscellaneous"
nm0438052,Roman Kané,\N,\N,"actor,director,writer"
nm0438463,Anil Kapoor,1956,\N,"actor,producer,music_department"
nm0438465,Annu Kapoor,1956,\N,"actor,music_department,director"
nm0438632,Ram Kapoor,1973,\N,actor
nm0438689,Karyofyllia Karabeti,1957,\N,actress
nm0438814,Meglena Karalambova,1943,\N,actress
nm0438905,Mirjana Karanovic,1957,\N,"actress,director,writer"
nm0439287,Farida Krim,\N,\N,actress
nm0439292,Nilli Karim,1974,\N,actress
nm0439307,Babak Karimi,1960,\N,"actor,editor,miscellaneous"
nm0439313,Nosratollah Karimi,1924,2019,"actor,director,writer"
nm0439409,Tõnu Kark,1947,\N,actor
nm0439781,Richard Karn,1956,\N,"actor,producer,miscellaneous"
nm0439834,Rano Karno,1960,\N,"actor,director,writer"
nm0439878,Tomasz Karolak,1971,\N,"actor,soundtrack"
nm0440286,Claudia Karvan,1972,\N,"actress,writer,producer"
nm0440351,Alex Karzis,\N,\N,actor
nm0440514,Linda Kash,1967,\N,"actress,writer,director"
nm0440604,Anurag Kashyap,1972,\N,"producer,writer,director"
nm0440723,Gary Kasper,1958,\N,"actor,stunts,producer"
nm0440761,Bartek Kasprzykowski,1977,\N,"actor,soundtrack"
nm0440815,Csongor Kassai,1972,\N,actor
nm0440927,Kostas Kastanas,1943,\N,actor
nm0440929,Eleni Kastani,\N,\N,"actress,soundtrack"
nm0441085,George Katt,\N,\N,"actor,writer,soundtrack"
nm0441128,Dimitris Katalifos,1954,\N,"actor,writer"
nm0441161,Reiko Kataoka,1971,\N,"actress,soundtrack"
nm0441225,Ana Alexander,\N,\N,"actress,writer,producer"
nm0441287,Branka Katic,1970,\N,actress
nm0441377,Masaya Katô,1963,\N,actor
nm0441421,Prudence Katomeni,\N,\N,actress
nm0441592,Chris Kattan,1970,\N,"actor,soundtrack,writer"
nm0441751,Joshua Keller Katz,\N,\N,"miscellaneous,actor,producer"
nm0442207,Lloyd Kaufman,1945,\N,"actor,producer,director"
nm0442479,Satish Kaushik,1956,2023,"actor,director,producer"
nm0442622,Rick Kavanian,1971,\N,"actor,writer,producer"
nm0442660,Kavitha,\N,\N,actress
nm0442799,Maiko Kawakami,1966,\N,"actress,soundtrack"
nm0442933,Ayako Kawasumi,1976,\N,"actress,music_department,soundtrack"
nm0443120,Lisa Kay,1971,\N,actress
nm0443275,Christine DiTillio,\N,\N,"actress,producer,art_department"
nm0443339,Lenny Kaye,\N,\N,"soundtrack,actor,composer"
nm0443356,Matthew Kaye,1974,\N,actor
nm0443690,Dainius Kazlauskas,1971,\N,actor
nm0443855,Glen Keane,1954,\N,"animation_department,art_department,producer"
nm0444593,Jérôme Keen,\N,\N,actor
nm0444791,Stephen Keep Mills,1947,\N,"actor,writer,producer"
nm0444940,Jack Kehler,1946,2022,"actor,director"
nm0445291,Robert Keith,\N,\N,"actor,stunts,miscellaneous"
nm0445484,Joseph Kell,1960,\N,"actor,camera_department,director"
nm0445715,Marthe Keller,1945,\N,"actress,soundtrack,miscellaneous"
nm0446228,Brian Kelly,\N,\N,"actor,composer,music_department"
nm0446622,Colson Baker,1990,\N,"actor,composer,soundtrack"
nm0446658,Matthew Kelly,1950,\N,"actor,music_department"
nm0447037,David Kelsey,\N,\N,"actor,producer"
nm0447240,Kunal Kemmu,1983,\N,"actor,writer,director"
nm0447337,Martin Kemp,1961,\N,"actor,soundtrack,director"
nm0447695,Anna Kendrick,1985,\N,"actress,producer,soundtrack"
nm0447884,Robert F. Kennedy Jr.,1954,\N,"producer,writer"
nm0448055,Gordon Kennedy,1968,\N,"actor,writer,soundtrack"
nm0449130,Mark 'Woody' Keppel,\N,\N,actor
nm0449242,Ken Kercheval,1935,2019,"actor,director"
nm0450290,Paolo Kessisoglu,1969,\N,actor
nm0450540,Kari Ketonen,1971,\N,"actor,writer,director"
nm0450975,Konstantin Khabenskiy,1972,\N,"actor,director,producer"
nm0451122,Chulpan Khamatova,1975,\N,actress
nm0451170,Arbaaz Khan,1967,\N,"actor,producer,director"
nm0451174,Arshad Warsi,1968,\N,"actor,writer,assistant_director"
nm0451193,Chaka Khan,1953,\N,"music_artist,soundtrack,music_department"
nm0451234,Irrfan Khan,1967,2020,"actor,director,producer"
nm0451239,Jameel Khan,1974,\N,actor
nm0451272,Mushtaq Khan,1969,\N,"actor,sound_department"
nm0451307,Saif Ali Khan,1970,\N,"actor,producer,soundtrack"
nm0451369,Khanh Le,\N,\N,actress
nm0451376,Arsinée Khanjian,1958,\N,"actress,producer,miscellaneous"
nm0451379,Akshaye Khanna,1975,\N,"actor,music_department"
nm0451483,Andrey Kharybin,1960,\N,actor
nm0451561,Sachin Khedekar,1965,\N,"actor,miscellaneous"
nm0451574,Gohar Kheirandish,1954,\N,actress
nm0451864,Viju Khote,1941,2019,actor
nm0451918,Sam Vincent,1971,\N,"actor,music_department,soundtrack"
nm0452161,Sandrine Kiberlain,1968,\N,"actress,director,writer"
nm0452361,Dorkas Kiefer,1972,\N,actress
nm0452576,Ford Kiernan,1962,\N,"actor,writer,producer"
nm0453476,Kim Hye-su,1970,\N,"actress,manager"
nm0453553,Jeong-hwa Kim,1983,\N,actress
nm0453584,Kang King,1981,\N,"actor,music_department"
nm0453637,Peter Kim,\N,\N,actor
nm0453746,Yunjin Kim,1973,\N,actress
nm0454117,Tae Kimura,1971,\N,actress
nm0454128,Yoshino Kimura,1976,\N,actress
nm0454236,Richard Kind,1956,\N,"actor,soundtrack,writer"
nm0454593,Claire King,1963,\N,actress
nm0455058,Matthew Yang King,1974,\N,"actor,sound_department,miscellaneous"
nm0455500,Barbara Kingsley,\N,\N,"actress,writer"
nm0455772,William Kinney,\N,\N,"actor,art_department"
nm0455816,Hana Kino,1948,\N,actress
nm0455837,Hôka Kinoshita,1964,\N,"actor,producer"
nm0456070,Zura Kipshidze,1953,\N,actor
nm0456270,William Kircher,\N,\N,"actor,music_department,soundtrack"
nm0456400,Nazan Kesal,1969,\N,"actress,director"
nm0456833,Nail Kirmizigül,1965,\N,"actor,soundtrack"
nm0457410,Ravi Kishan,1969,\N,"actor,producer"
nm0457575,Yukiya Kitamura,1974,\N,actor
nm0457590,Kitarô,1948,\N,actor
nm0457877,Inka Kallén,1981,\N,"actress,miscellaneous,writer"
nm0459291,Maria Klenskaja,1951,2022,actress
nm0459419,Fernando Kliche,\N,\N,actor
nm0459570,Matthias Klimsa,1971,\N,"actor,director,producer"
nm0459658,Richard Kline,1944,\N,"actor,director,soundtrack"
nm0460694,Robert Knepper,1959,\N,"actor,soundtrack,producer"
nm0461110,Tuesday Knight,\N,\N,"actress,soundtrack,producer"
nm0461136,Keira Knightley,1985,\N,"actress,soundtrack,producer"
nm0461149,Zachary Knighton,1978,\N,"actor,producer,director"
nm0461264,Don Knodel,\N,\N,"location_management,actor,production_manager"
nm0461498,Beyoncé,1981,\N,"music_artist,soundtrack,actress"
nm0461746,Sidse Babett Knudsen,\N,\N,"actress,producer"
nm0461940,Lawrence Ko,1977,\N,actor
nm0462006,Kaoru Kobayashi,1951,\N,actor
nm0462050,Satomi Kobayashi,1965,\N,actress
nm0462086,Yumiko Kobayashi,1979,\N,"actress,soundtrack"
nm0462218,Aleksandr Kobzar,1976,\N,"actor,director,producer"
nm0462712,David Koechner,1962,\N,"actor,writer,soundtrack"
nm0462956,Francois Coertze,1966,\N,"actor,director,producer"
nm0463539,Manisha Koirala,1970,\N,"actress,producer,soundtrack"
nm0464075,Padmini Kolhapure,1965,\N,"actress,music_department,soundtrack"
nm0464522,Jacek Koman,1956,\N,"actor,soundtrack"
nm0464613,Abdoulaye Komboudri,\N,\N,"actor,assistant_director"
nm0465036,Johnnie Kong,\N,\N,"assistant_director,actor,producer"
nm0465426,Tania Kontoyanni,1967,\N,actress
nm0465503,Louis Koo,1970,\N,"actor,producer,soundtrack"
nm0465572,Rebecca Koon,\N,\N,actress
nm0465664,Thomas Kopache,1945,\N,actor
nm0465901,Ted Koppel,1940,\N,"editorial_department,producer,writer"
nm0466636,Tommi Korpela,1968,\N,"actor,writer,music_department"
nm0466883,Jonathan Kos-Read,\N,\N,"actor,producer"
nm0466936,Baran Kosari,1985,\N,"actress,costume_designer,writer"
nm0467379,Lubo Kostelný,1981,\N,"actor,soundtrack"
nm0467983,Tamilla Koulieva,1967,\N,"actress,soundtrack"
nm0468110,Michalis Koutsogiannakis,1959,\N,actor
nm0468155,Mario Kovac,1975,\N,"actor,director,writer"
nm0468271,Arkadiy Koval,1958,\N,"actor,stunts"
nm0468514,Zsolt Kovács,1951,\N,actor
nm0468711,Rikiya Koyama,1963,\N,"actor,soundtrack"
nm0468729,Takehito Koyasu,1965,\N,"actor,soundtrack,writer"
nm0469021,Malgorzata Kozuchowska,1971,\N,"actress,producer,soundtrack"
nm0469116,Marion Kracht,1962,\N,"actress,director,soundtrack"
nm0469909,Ivan Krasko,1930,\N,actor
nm0470182,Brian Krause,1969,\N,"actor,producer,director"
nm0470385,Aleksey Kravchenko,1969,\N,actor
nm0470692,Kersti Kreismann,1947,\N,actress
nm0470981,Thomas Kretschmann,1962,\N,actor
nm0471422,Shantikrishna,\N,\N,"actress,music_department,soundtrack"
nm0471601,Anders Baasmo,1976,\N,actor
nm0472029,Rafal Królikowski,1966,\N,actor
nm0472391,Maren Kroymann,1949,\N,"actress,writer,producer"
nm0472431,Miodrag 'Miki' Krstovic,1950,\N,actor
nm0472710,David Krumholtz,1978,\N,"actor,producer,writer"
nm0472735,Mariana Krumova,\N,\N,actress
nm0472891,Michelle Krusiec,1974,\N,"actress,producer,writer"
nm0472912,Jim Krut,\N,\N,"actor,producer"
nm0473166,Joachim Król,1957,\N,actor
nm0473314,Feng Ku,1930,\N,actor
nm0473577,Yôsuke Kubozuka,1979,\N,"actor,director,writer"
nm0474492,Agata Kulesza,1971,\N,"actress,writer"
nm0474520,Vladimir Kulich,\N,\N,actor
nm0474609,Atul Kulkarni,1965,\N,"actor,producer,writer"
nm0474774,Akshay Kumar,1967,\N,"producer,writer,actor"
nm0474871,Sai Kumar,1960,\N,"actor,miscellaneous,music_department"
nm0474911,Vineet Kumar,1957,\N,actor
nm0475165,Jun Kunimura,1955,\N,actor
nm0475202,Holger Kunkel,1965,\N,"actor,miscellaneous"
nm0475365,Nina Kunzendorf,1971,\N,"actress,soundtrack"
nm0475878,Hitomi Kuroki,1960,\N,"actress,director"
nm0475917,Tomoka Kurotani,1975,\N,actress
nm0476131,Eva-Maria Kurz,1944,\N,"actress,writer,miscellaneous"
nm0476205,Reiko Kusamura,1944,\N,actress
nm0476211,Tsuyoshi Kusanagi,1974,\N,actor
nm0477127,Ryan Kwanten,1976,\N,"actor,producer"
nm0477577,Péter Kálloy Molnár,1970,\N,"actor,writer,director"
nm0477810,Juliane Köhler,1965,\N,"actress,make_up_department"
nm0478643,Robert De La Haye,1965,\N,"actor,stunts"
nm0478834,Gina La Piana,\N,\N,"actress,producer,music_department"
nm0479305,Sophie Laban,\N,\N,"actress,producer,casting_department"
nm0479349,Lena Labart,1956,\N,actress
nm0479412,Patrick Labbé,1970,\N,"actor,location_management"
nm0479471,Shia LaBeouf,1986,\N,"actor,director,producer"
nm0479516,Lotfy Labib,1938,\N,"actor,writer"
nm0479530,David Labiosa,1961,\N,"actor,soundtrack"
nm0479590,Ana Labordeta,1965,\N,"actress,stunts"
nm0479893,Pedro Lacerda,1971,\N,"actor,writer"
nm0480379,Jerry Lacy,1936,\N,"actor,writer"
nm0480465,Jordan Ladd,1975,\N,actress
nm0480765,Kimberly Laferriere,\N,\N,"actress,writer,miscellaneous"
nm0480850,Laurent Lafitte,1973,\N,"actor,writer,director"
nm0480961,Brian Lafontaine,\N,\N,"actor,producer"
nm0481024,Roc Lafortune,1956,\N,"actor,producer,writer"
nm0481068,Archie Lafranco,1965,\N,actor
nm0481092,Jay Laga'aia,1963,\N,"soundtrack,actor,writer"
nm0481155,João Lagarto,1954,\N,actor
nm0481180,Jordan Lage,1963,\N,actor
nm0481241,Hedvig Lagerkvist,\N,\N,actress
nm0481547,Simone Lahbib,1965,\N,"actress,producer,casting_director"
nm0481568,Bappi Lahiri,1952,2022,"music_artist,composer,music_department"
nm0481946,Mónica Lairana,\N,\N,"actress,writer,producer"
nm0482309,Lal,1958,\N,"actor,writer,producer"
nm0482320,Mohanlal,1960,\N,"actor,music_department,producer"
nm0482378,Eulàlia Ramon,1959,\N,"actress,director"
nm0482486,Frank LaLoggia,1954,\N,"actor,director,writer"
nm0482628,Ka-Tung Lam,1967,\N,"actor,producer,writer"
nm0482851,Phil LaMarr,1967,\N,"actor,writer,soundtrack"
nm0482941,Debra Lamb,1963,\N,"actress,producer,writer"
nm0483478,Tina Lameman,\N,\N,"actress,writer"
nm0483576,Frank Lammers,1972,\N,"actor,director,soundtrack"
nm0483821,Jenny Lampa,1981,\N,"actress,producer,writer"
nm0484005,Alexandra Lamy,1971,\N,"actress,writer,director"
nm0484178,Sarah Lancaster,1980,\N,"actress,soundtrack,director"
nm0484307,Micheline Lanctôt,1947,\N,"actress,director,writer"
nm0484460,Juliet Landau,1965,\N,"actress,producer,director"
nm0484541,Amy Landecker,1969,\N,"actress,director,producer"
nm0484678,Michael Landes,\N,\N,"actor,producer"
nm0485183,Dieter Landuris,1961,\N,"actor,soundtrack"
nm0485215,Teddy Lane Jr.,1967,\N,"actor,writer"
nm0485670,Lex Lang,1965,\N,"actor,miscellaneous,writer"
nm0485810,Katherine Kelly Lang,1961,\N,"actress,producer"
nm0486018,Antony Langdon,1968,\N,"actor,editor,editorial_department"
nm0486198,Ted Lange,1948,\N,"actor,director,writer"
nm0486413,Chris Langham,1949,\N,"actor,writer,producer"
nm0486619,Jirí Langmajer,1966,\N,"actor,soundtrack"
nm0487254,Gérard Lanvin,1950,\N,"actor,writer"
nm0487616,Víctor Laplace,1943,\N,"actor,director,writer"
nm0487641,Sonia Laplante,1967,\N,actress
nm0488053,Ursina Lardi,1970,\N,actress
nm0488477,Michèle Laroque,1960,\N,"actress,writer,director"
nm0488822,Kjeld Nørgaard,1938,\N,"actor,writer,miscellaneous"
nm0488917,Thomas Bo Larsen,1963,\N,"actor,stunts"
nm0489436,Robert LaSardo,1963,\N,"actor,producer,writer"
nm0489760,Régis Laspalès,1957,\N,"actor,writer,producer"
nm0489858,Rolf Lassgård,1955,\N,"actor,soundtrack"
nm0489946,Susana Lastreto,\N,\N,"director,actress,writer"
nm0490013,Lee Latchford-Evans,1975,\N,"actor,soundtrack"
nm0490078,Elester Latham,1948,\N,"actor,producer"
nm0490489,Andy Lau,1961,\N,"actor,producer,soundtrack"
nm0490513,Ching Wan Lau,1964,\N,"actor,soundtrack"
nm0490702,Chantal Lauby,1948,\N,"actress,writer,director"
nm0490705,Iain Lauchlan,\N,\N,"producer,writer,actor"
nm0490927,Shannah Laumeister Stern,1969,\N,"actress,producer,writer"
nm0490982,Rainer Laupichler,1957,\N,actor
nm0491065,Honey Lauren,\N,\N,"actress,writer,director"
nm0491357,Dan Lauria,1947,\N,"actor,writer,director"
nm0491551,Zarko Lausevic,1960,\N,"actor,writer"
nm0491596,Heiner Lauterbach,1953,\N,"actor,producer,miscellaneous"
nm0491681,Jani Lauzon,1959,\N,"actress,producer,miscellaneous"
nm0491725,Dennis LaValle,\N,\N,"actor,miscellaneous,producer"
nm0492153,Marcus LaVoi,\N,\N,actor
nm0492911,Marcus Lawrence,\N,\N,"actor,producer,writer"
nm0493007,Ruth Lawrence,\N,\N,"actress,producer,director"
nm0493188,Anzu Lawson,\N,\N,"actress,miscellaneous,writer"
nm0493257,Josh Lawson,1981,\N,"actor,writer,director"
nm0493521,Ana Layevska,1982,\N,"actress,soundtrack"
nm0493684,Paul Lazar,\N,\N,"actor,writer"
nm0494061,Gene LeBell,1932,2022,"stunts,actor,miscellaneous"
nm0494069,Maïwenn,1976,\N,"actress,writer,director"
nm0494675,Long Le Vu,\N,\N,"actor,editor"
nm0495095,Sharon Leal,1972,\N,"actress,soundtrack,producer"
nm0495166,Amanda Lear,1939,\N,"actress,soundtrack,music_department"
nm0495492,Jeff LeBeau,\N,\N,"actor,sound_department,producer"
nm0496092,Melissa Sullivan,\N,\N,"actress,producer,music_department"
nm0496118,Branislav Lecic,1955,\N,actor
nm0496406,Gavino Ledda,1938,\N,"writer,director,actor"
nm0496932,Lee Byung-hun,1970,\N,"actor,director,writer"
nm0496944,Carman Lee,\N,\N,actress
nm0497578,Joie Lee,1962,\N,"actress,writer,producer"
nm0497630,Lee Jung-hyun,1980,\N,actress
nm0497631,Lee Jung-jae,1972,\N,"actor,director,producer"
nm0497642,Kang-sheng Lee,1968,\N,"actor,director,writer"
nm0497757,Li-Chun Lee,1952,\N,"actor,stunts"
nm0497834,Mark Lee,1968,\N,"actor,producer,director"
nm0498004,Paul Sun-Hyung Lee,1972,\N,"actor,soundtrack"
nm0498165,RonReaco Lee,1976,\N,"actor,director,producer"
nm0498189,Sam Lee,1975,\N,"actor,producer,miscellaneous"
nm0498271,Sook-Yin Lee,\N,\N,"actress,writer,director"
nm0498429,Waise Lee,1959,\N,actor
nm0498449,Will Yun Lee,\N,\N,"actor,producer,soundtrack"
nm0498731,Nathaniel Lees,\N,\N,"actor,producer,casting_director"
nm0498808,Elena Leeve,1983,\N,"actress,soundtrack,writer"
nm0499298,Wayne LeGette,\N,\N,"actor,music_department"
nm0499618,Boris Lehman,1944,\N,"director,writer,producer"
